"cardhldr","default","age","acadmos","adepcnt","majordrg","minordrg","ownrent","income","selfempl","incper","exp_inc","spending","logspend"
1,0,42.8333321,6,4,0,0,0,6000,0,14400,0.0895036,537.0216519,6.2860384
1,0,32.5833321,93,0,0,1,1,1375,0,16500,0.0033939,4.6666668,1.5404451
1,0,33.25,32,4,0,0,1,4203.3333333,0,11028,0.2114556,888.8182403,6.7898928
0,0,35.5833321,70,2,0,1,0,1750,0,13333.3330078,3e-04,NA,NA
1,0,26,24,0,0,0,0,1416.6666667,0,37000,0.2379368,337.0770837,5.8203116
1,0,39.0833321,42,1,0,0,1,2916.6666667,0,17500,0.0620623,181.0150004,5.1985799
1,0,24.25,51,0,1,1,0,2666.6666667,0,32000,0.1947606,519.3616549,6.2526005
1,0,48.25,96,0,0,5,1,3416.6666667,0,41000,0.135479,462.8866961,6.1374823
1,0,40.1666679,29,0,0,0,1,3333.3333333,0,40000,0.0529135,176.3783271,5.1726313
1,0,35.8333321,88,2,0,2,1,2666.6666667,0,10666.6669922,0.017925,47.7999995,3.8670256
1,0,37.9166679,36,0,1,0,0,2666.6666667,0,32000,0.0761762,203.1366626,5.313879
0,0,28.833334,36,0,0,0,0,2666.6666667,0,32000,0.000375,NA,NA
1,0,39.75,180,3,0,0,1,2259.5833333,0,11309.25,0.0547001,123.5995076,4.8170466
0,0,28.833334,5,1,0,0,0,2083.3333333,0,12500,0.00048,NA,NA
1,0,28.833334,26,3,0,0,0,1833.3333333,0,5500,0.1528914,280.3008407,5.6358635
0,0,27.666666,97,0,1,0,0,1791.6666667,0,21500,0.0005581,NA,NA
0,0,25.25,14,2,0,0,0,2583.3333333,0,10933.3330078,0.0003659,NA,NA
1,0,29.833334,51,0,0,2,0,2716.6666667,0,32600,0.027192,73.8716666,4.3023294
1,0,49.5833321,78,0,0,0,0,1705.25,0,20463,0.0102624,17.5000003,2.8622009
1,1,24.333334,48,0,0,0,0,3000,0,36000,0.0817178,245.1533228,5.5018838
1,0,40.4166679,174,2,0,0,1,3685,0,15300,0.0556111,204.9269449,5.3226535
1,0,48.3333321,161,4,0,0,1,3583.3333333,0,11000,0.0408144,146.2514655,4.9853275
0,0,24.083334,24,0,0,0,0,1333.3333333,0,16000,0.00075,NA,NA
1,0,23.75,15,0,0,0,0,2500,0,32000,0.2109319,527.3296684,6.2678259
0,0,32,108,2,2,1,1,1916.6666667,0,7666.6665039,0.0005217,NA,NA
1,0,27.416666,7,0,0,0,0,1458.3333333,0,22500,0.0056,8.1666664,2.1000608
1,0,37.8333321,122,2,1,2,1,2666.6666667,0,10666.6669922,0.01219,32.5066671,3.4814452
0,0,28.833334,42,1,8,0,0,2000,0,12000,5e-04,NA,NA
0,0,29.166666,222,0,0,0,0,2333.3333333,0,28000,0.0004286,NA,NA
0,0,35,146,0,0,0,1,2500,0,43000,0.0002791,NA,NA
1,0,35.75,108,1,0,1,1,1666.6666667,0,10000,0.049389,82.3150016,4.4105534
1,0,25.416666,240,0,0,1,0,2333.3333333,0,28000,0.0733196,171.0791687,5.1421264
1,0,29.583334,42,1,0,0,0,1750,0,12750,0.3008815,526.5426859,6.2663324
0,0,25.5,36,0,6,1,0,1166.6666667,0,18308,0.0006555,NA,NA
0,0,52.4166679,144,2,0,0,1,1166.6666667,0,5333.3334961,0.00075,NA,NA
1,0,40.8333321,168,0,1,0,0,2268.75,0,27225,0.1477377,335.180001,5.8146677
1,1,21.333334,12,0,0,0,0,1147.1666667,0,15766,0.0656476,75.3087323,4.3215961
1,0,43.5,244,0,0,0,0,2976.8333333,0,35722,0.0615749,183.2983328,5.2111151
1,0,35.6666679,72,1,0,1,1,3033.3333333,0,18200,0.0569508,172.7508282,5.1518503
0,0,24.083334,2,0,0,0,0,1750,0,31000,0.0003871,NA,NA
1,0,39.5833321,67,1,1,0,0,1908.9166667,0,11453.5,0.0743751,141.9758261,4.9556568
1,0,37.9166679,4,0,0,0,0,1833.3333333,0,22000,0.0991923,181.8524934,5.2031959
1,0,29.25,36,0,0,0,1,1666.6666667,0,20000,0.0217165,36.1941693,3.588898
0,0,41.25,62,1,3,0,1,2500,0,15000,4e-04,NA,NA
0,0,33.1666679,36,4,0,0,0,1666.6666667,0,4000,6e-04,NA,NA
1,0,46.0833321,12,2,0,0,0,1666.6666667,1,6666.6665039,0.0312125,52.0208323,3.9516443
0,0,23.25,32,0,0,0,0,1350,0,16200,0.0007407,NA,NA
1,0,37.0833321,36,3,1,0,1,2500,0,7500,0.0948887,237.221662,5.468995
1,0,32.1666679,12,2,0,0,0,3333.3333333,0,13333.3330078,0.1008253,336.0841672,5.8173616
1,0,37.0833321,24,3,0,0,1,2000,0,6000,0.1565808,313.1616712,5.7467196
1,0,36.8333321,132,0,0,0,1,1166.6666667,0,51000,0.0183067,21.3577781,3.061416
1,0,22.833334,12,0,0,1,0,2000,0,24000,0.0271792,54.3583333,3.9955979
1,0,28.5,36,1,0,1,1,3500,0,21000,0.0192579,67.4025044,4.2106822
0,0,61.0833321,48,1,2,1,1,1120,0,8844,0.0006784,NA,NA
1,0,32.5833321,324,0,0,0,0,1750,0,21000,0.0945529,165.4675044,5.1087748
1,1,51.5833321,87,0,0,0,0,1339.5833333,0,25481,0.0093913,12.5804444,2.5321436
1,1,18.416666,12,1,0,0,0,1416.6666667,0,8500,0.0674706,95.5833327,4.5599985
1,0,24.416666,8,0,0,0,0,2166.6666667,0,26000,0.0564208,122.2450007,4.8060272
1,0,20.833334,4,0,0,0,0,2000,0,24000,0.0353871,70.7741678,4.2594941
1,0,44.8333321,18,0,0,0,1,2583.3333333,0,31000,0.1612474,416.5558281,6.0320205
1,0,22.583334,6,0,0,0,0,1166.6666667,0,19000,0.0017632,2.0570175,0.7212571
1,0,43.4166679,12,1,0,0,0,5083.3333333,0,32000,0.050015,254.2429104,5.5382902
0,0,49.1666679,120,1,0,0,0,3750,1,22500,0.0002667,NA,NA
1,0,38.9166679,25,3,0,0,1,5250,0,15750,0.0822141,431.6241536,6.0675552
1,0,39.75,28,3,0,0,1,5833.3333333,0,17500,0.046507,271.2908387,5.6031915
1,0,22.833334,6,0,0,0,0,1750,0,26000,0.0632708,110.7238475,4.7070392
1,0,37.1666679,26,2,1,6,1,1250,0,5000,0.1234967,154.3708332,5.0393577
1,0,26.583334,16,1,0,1,1,2000,0,12000,0.0997125,199.4250119,5.2954383
1,0,34,14,0,0,0,0,2500,0,30000,0.054427,136.0675041,4.9131511
1,0,38.25,26,0,2,0,0,2500,0,35000,0.1398203,349.5506942,5.8566486
1,0,25.166666,38,0,0,0,0,1833.3333333,0,22000,0.0315059,57.7608328,4.0563109
1,0,36,83,1,1,3,1,2016.6666667,0,14350,0.0720146,145.2295035,4.9783153
1,0,30.666666,13,0,0,0,1,2916.6666667,0,35000,0.0223051,65.05667,4.1752587
0,0,20.166666,6,1,2,0,0,2000,0,12000,5e-04,NA,NA
1,0,52.5833321,156,2,0,1,1,3216.6666667,0,12866.6669922,0.0986176,317.2199895,5.7595955
1,0,31.916666,98,4,0,0,1,3750,1,9000,0.0155464,58.299168,4.0655878
1,0,33.5,24,1,0,0,1,2875,0,17250,0.0211991,60.9474974,4.1100128
1,0,27.25,34,0,0,0,0,2716.6666667,0,32600,0.0151745,41.2241663,3.7190246
1,0,27.833334,39,2,0,0,1,3130.8333333,0,12523.3330078,0.0702907,220.0683254,5.3939381
0,0,31.25,7,2,1,0,1,2383.3333333,0,9533.3330078,0.0004196,NA,NA
1,0,29.416666,48,0,0,0,1,2250,0,27000,0.0452696,101.8566694,4.6235666
1,0,33.25,13,4,0,3,0,2418.25,0,5803.7998047,0.0943485,228.1583266,5.4300398
1,0,22,20,0,0,0,0,932.4166667,0,18589,0.0655129,61.0853574,4.1122722
1,0,22.833334,12,1,0,0,0,1333.3333333,1,8000,0.1043663,139.1550004,4.9355884
1,1,35.6666679,3,1,0,0,1,2500,0,15000,0.0881297,220.3241736,5.3951
1,0,37.9166679,147,1,0,0,1,2833.3333333,0,17000,0.0375479,106.3858364,4.6670725
0,0,28.916666,6,0,1,0,0,2125,0,25500,0.0004706,NA,NA
1,0,36.8333321,12,0,0,0,1,4375,0,52500,0.0358724,156.9416677,5.0558742
1,0,41.0833321,132,1,0,0,1,1666.6666667,0,10000,0.0288365,48.0608332,3.8724676
1,1,51.5,9,2,1,0,1,3840.5,0,15362,0.0406414,156.083329,5.05039
1,0,37.5,12,1,0,0,1,2583.3333333,0,16437.5,0.0363361,93.8683202,4.541893
1,0,29.583334,60,1,0,0,0,2666.6666667,0,16000,0.0167059,44.5491672,3.7965935
1,1,43.6666679,300,0,0,0,1,2500,0,30000,0.0950117,237.529166,5.4702904
0,0,47.5,75,0,0,0,0,1000,0,17445,0.0006879,NA,NA
1,1,28.666666,24,2,0,0,0,2500,0,10000,0.0144193,36.0483327,3.5848606
1,0,43.1666679,12,0,0,0,1,2333.3333333,0,38000,0.0837192,195.3448206,5.2747663
1,0,26.5,38,0,0,1,0,2666.6666667,0,32000,0.1055162,281.3766599,5.6396942
1,0,25.75,17,0,0,0,0,2916.6666667,0,35000,0.0018857,5.4999999,1.7047481
1,0,39.3333321,7,1,0,0,0,2500,0,15000,0.0351183,87.795835,4.4750141
1,0,32.5,36,1,0,0,0,1000,0,16000,0.0556737,55.6737483,4.0195087
1,0,31.166666,14,1,0,0,0,2916.6666667,0,17500,0.1656494,483.1441678,6.1803151
1,1,18.75,78,0,0,0,1,916.6666667,0,20000,0.1138975,104.4060439,4.6482876
1,0,32.5833321,12,2,0,0,1,5833.3333333,0,23333.3339844,0.0375971,219.3166626,5.3905166
1,0,33.3333321,15,2,0,0,1,4400,0,17600,0.0472458,207.8816533,5.3369689
1,0,24.25,5,1,0,0,1,3083.3333333,1,18500,0.1280838,394.9249896,5.9786958
1,0,51.0833321,6,0,0,0,1,1666.6666667,0,26900,0.0040892,6.8153658,1.9191797
1,0,19.75,14,2,0,1,1,2583.3333333,0,12000,0.0270644,69.9164816,4.2473014
1,0,56.5833321,258,3,0,1,1,6083.3333333,0,18250,0.0149199,90.7625004,4.5082462
1,0,26.666666,16,0,0,0,1,4583.3333333,1,55000,0.0777338,356.2799841,5.8757169
1,0,26,205,0,0,0,0,2500,0,30000,0.0194213,48.5533336,3.8826629
1,0,28.083334,13,0,0,0,1,1375,0,16500,0.23068,317.1850052,5.7594852
1,0,23.083334,12,1,0,0,0,1483.3333333,0,9750,0.1057318,156.8354926,5.0551974
1,1,22.916666,42,0,0,0,1,1666.6666667,0,20000,0.218468,364.1133507,5.8974652
0,0,19.083334,25,0,0,0,0,3166.6666667,0,38000,0.0003158,NA,NA
1,0,39.9166679,4,1,0,0,1,2166.6666667,0,13000,0.1594908,345.5633223,5.8451759
1,1,43.9166679,94,3,0,0,0,1916.6666667,0,5750,0.0463317,88.8025034,4.4864148
0,0,48.3333321,24,2,0,0,1,1231.8333333,0,7927.3334961,0.0005046,NA,NA
1,0,37.9166679,65,2,0,0,1,3208.3333333,0,16166.6669922,0.0045155,14.4871135,2.6732595
1,0,24,120,0,0,0,0,1250,0,25000,0.1296592,162.0740071,5.0880531
1,0,26.416666,62,4,0,0,0,2083.3333333,0,5000,0.0226368,47.1599982,3.853546
1,0,27.5,21,2,0,0,1,2375,0,9500,0.0273607,64.9816671,4.1741052
1,0,23.916666,36,0,0,0,0,1666.6666667,1,25000,0.00048,0.8,-0.2231436
1,0,32.3333321,17,0,0,0,0,1775,0,21300,0.0995465,176.694997,5.1744251
1,0,39.6666679,18,1,0,0,1,1916.6666667,0,13125,0.0903505,173.1717369,5.1542838
1,0,27.25,7,0,0,0,0,2500,1,30000,0.0350227,87.5566714,4.4722863
1,0,26.833334,22,0,0,0,0,1242.8333333,0,14914,0.0371678,46.1933329,3.8328355
1,1,26.916666,12,0,0,0,1,1541.6666667,0,22100,0.0401357,61.8759401,4.1251314
1,1,46.1666679,216,1,0,0,0,2083.3333333,0,15750,0.0968946,201.863749,5.307593
1,0,30.333334,12,0,0,0,1,2000,0,24000,0.1604683,320.9366798,5.7712438
1,0,26.833334,26,1,0,0,1,2083.3333333,1,14500,0.0068721,14.3168096,2.6614343
1,0,26.5,12,0,0,0,0,1500,0,18000,0.0819444,122.9166649,4.8115066
1,0,32.5833321,60,3,0,0,1,2916.6666667,0,8750,0.1737849,506.8724851,6.2282595
1,0,39.25,120,1,0,0,0,2766.6666667,1,17032,0.0636408,176.0728473,5.1708978
1,0,23.333334,12,0,1,0,0,2083.3333333,0,25000,0.00448,9.3333336,2.2335922
1,0,28.5,13,1,0,0,0,2000,0,12000,0.0092496,18.4991676,2.9177257
1,0,24.833334,48,2,0,0,0,3333.3333333,1,13333.3330078,0.00165,5.5,1.7047481
1,0,36.8333321,28,1,3,1,0,4791.6666667,0,31250,0.1179885,565.3614768,6.3374653
1,0,32.0833321,64,2,0,0,1,2958.3333333,0,11833.3330078,0.0488451,144.5000027,4.9732795
1,0,41.25,18,0,0,0,1,3333.3333333,0,40000,0.1564765,521.5883255,6.2568786
1,0,39.4166679,1,0,0,0,0,2416.6666667,0,29000,0.1676652,405.1908242,6.0043581
0,0,26.333334,68,3,2,1,1,2333.3333333,0,7000,0.0004286,NA,NA
1,0,39.0833321,216,2,0,0,1,1041.6666667,0,6208.3334961,0.0023624,2.4608501,0.9005069
0,0,34.4166679,48,3,0,0,1,2166.6666667,1,6500,0.0004615,NA,NA
1,0,25,12,0,0,0,0,3178.8333333,0,38146,0.0419703,133.4166642,4.893477
1,0,45.75,24,0,0,0,1,2916.6666667,0,35000,0.0031429,9.1666669,2.2155737
1,0,34.3333321,11,5,0,0,0,3083.3333333,0,7000,0.0541767,167.0447312,5.1182616
1,0,27.416666,27,0,0,0,1,3833.3333333,1,46000,0.022113,84.766668,4.4399024
1,0,33,17,1,0,0,1,7500,0,45000,0.0258829,194.1216644,5.2684851
1,0,33.5,168,1,1,0,1,1830.3333333,0,10982,0.0827358,151.4341594,5.0201509
1,0,22.5,27,5,0,0,0,1250,0,3333.333252,0.01895,23.6875005,3.1649475
1,0,48.3333321,66,0,0,0,1,2708.3333333,0,37540,0.0648916,175.7480406,5.1690514
0,0,34.25,12,0,0,0,0,2000,0,31000,0.0003871,NA,NA
1,1,40.1666679,72,4,0,0,1,2083.3333333,1,7280,0.0003297,0.6868132,-0.375693
1,1,27.166666,6,1,0,0,0,2666.6666667,1,16000,0.0458531,122.2749949,4.8062726
1,0,26.083334,24,0,0,0,1,2333.3333333,0,28000,0.1699114,396.4600017,5.9825752
1,1,26.333334,26,4,0,0,1,5000,0,13155,0.009268,46.3397941,3.8360011
1,0,33.0833321,25,1,0,0,1,3750,0,22500,0.0392511,147.1916679,4.9917356
1,0,43.0833321,180,2,0,0,1,3333.3333333,0,13333.3330078,0.0446313,148.770834,5.0024071
1,0,40.3333321,195,2,0,0,1,2708.3333333,0,17500,0.0092126,24.9507137,3.2169024
1,0,61,54,0,0,0,0,2604.1666667,0,31250,0.000384,1,0
1,0,34.1666679,54,0,0,0,1,7500,0,90000,0.1712843,1284.6324965,7.158228
1,0,30.083334,29,0,0,0,0,2083.3333333,0,25000,0.0519044,108.1341645,4.6833727
1,0,27.166666,4,0,0,0,0,2166.6666667,0,26000,0.8778461,1901.9999305,7.5506612
1,0,28.916666,36,0,1,0,0,2833.3333333,0,34000,0.1474635,417.8133359,6.0350348
0,0,27.916666,13,2,2,2,0,1468.9166667,0,5875.6665039,0.0006808,NA,NA
1,0,39.5833321,36,4,0,0,1,7500,1,18000,0.0249167,186.8750062,5.23044
1,0,29.583334,30,0,1,1,0,2525,0,30300,0.0805442,203.3741703,5.3150475
1,0,47.9166679,80,6,0,0,1,7500,0,12857.1425781,0.0276908,207.6808317,5.3360024
1,0,38.25,72,4,0,0,1,3450,0,8280,0.0099329,34.2683342,3.5342217
1,0,51.0833321,84,0,0,0,1,1375,0,16500,0.2086473,286.8900113,5.6590989
1,0,30.5,1,3,0,0,1,4825,0,14475,0.0726383,350.4799919,5.8593036
1,0,38.9166679,102,2,0,0,1,6250,0,25000,0.0301532,188.4575118,5.2388726
1,0,51.25,14,0,0,0,1,1666.6666667,1,20000,0.062257,103.7616655,4.6420966
1,0,33.9166679,76,0,0,0,1,2775,0,33300,0.054927,152.4225047,5.0266563
1,0,40.75,26,3,0,0,1,3500,0,10500,0.0237095,82.9833355,4.4186398
1,0,37.4166679,120,2,0,0,1,2666.6666667,0,11666.6669922,0.1431117,381.6312154,5.9444547
1,0,37.25,72,0,1,0,1,1666.6666667,0,20000,0.1858035,309.6725047,5.7355153
1,0,33.75,30,2,0,1,1,2666.6666667,0,15666.6669922,0.1389396,370.5055316,5.9148684
0,0,32.3333321,24,1,3,2,0,1833.3333333,0,11000,0.0005455,NA,NA
1,0,24.166666,7,0,0,0,0,2416.6666667,0,29000,0.1119893,270.640837,5.6007926
1,0,27.583334,7,2,0,0,0,2250,0,9000,0.277103,623.4816983,6.4353194
1,1,25.916666,12,0,1,0,0,1916.6666667,0,23000,0.0005217,1,0
1,0,28.75,63,0,0,0,0,2916.6666667,0,35000,0.247244,721.1283346,6.5808171
1,0,36.8333321,10,1,1,1,1,4166.6666667,0,25000,0.0489116,203.7983388,5.317131
1,0,47.1666679,132,1,0,0,1,2916.6666667,0,18500,0.0720503,210.1466091,5.3478054
1,0,24.666666,4,0,0,1,0,1723,0,20676,0.2071184,356.8649894,5.8773575
1,1,25.333334,5,0,0,0,0,2916.6666667,0,35000,0.0551946,160.9841672,5.081306
1,0,28.833334,6,0,0,0,0,2058.3333333,0,24700,0.0340798,70.147499,4.2506002
1,0,23.25,15,0,0,0,0,1666.6666667,0,20000,0.124405,207.3416611,5.334368
1,0,28.25,24,3,0,2,0,3333.3333333,0,10000,3e-04,1,0
1,0,24.583334,4,1,0,2,1,2083.3333333,0,17500,0.0588634,122.6321406,4.8091891
1,0,35.1666679,3,0,0,0,0,3500,0,47700,0.0491746,172.1112151,5.1481409
0,0,27.75,12,0,2,1,0,3333.3333333,0,40000,3e-04,NA,NA
1,0,29.666666,30,0,0,0,0,2541.6666667,0,30500,0.0591852,150.4291717,5.0134924
1,0,47.75,85,0,1,4,1,2841.6666667,0,34100,0.266917,758.4891987,6.6313286
1,0,31.833334,18,0,0,0,1,2900,0,34800,0.1801483,522.4299937,6.258491
1,0,22.583334,13,1,0,0,1,1040,0,15740,0.0260975,27.141424,3.3010611
1,0,26.166666,12,0,0,0,0,2666.6666667,0,32000,0.0687628,183.3675106,5.2114924
1,0,44.6666679,36,0,0,0,0,1666.6666667,0,24000,5e-04,0.8333334,-0.1823215
1,0,25.166666,3,0,0,0,0,2850,0,34200,0.0089152,25.408333,3.2350772
0,0,55.5,180,0,0,0,0,600,0,7200,0.0016667,NA,NA
0,0,37.4166679,147,4,0,0,1,2500,0,6000,4e-04,NA,NA
1,0,22.333334,87,0,0,0,0,2000,0,24000,0.3115292,623.0583787,6.4346402
1,0,31.5,144,1,0,1,1,1266.6666667,0,7600,0.0423789,53.6799997,3.9830405
1,0,21.916666,8,0,0,0,0,3750,0,67000,0.0541487,203.0574577,5.313489
1,0,24.666666,47,0,0,0,0,1708.3333333,0,20500,0.1822654,311.3700089,5.7409819
1,0,36.75,54,3,0,0,1,3933.3333333,0,14800,0.031164,122.5784798,4.8087515
1,0,28.25,10,0,0,0,1,1958.3333333,0,23500,0.0020319,3.9791667,1.3810724
0,0,28.25,38,3,0,0,0,2666.6666667,0,8000,0.000375,NA,NA
1,0,22.166666,27,0,0,0,1,1483.3333333,0,20800,0.0198558,29.4527245,3.3827864
1,0,20.083334,9,0,0,1,0,2166.6666667,0,26000,0.0715735,155.0758431,5.0439143
1,0,25.083334,36,0,0,0,0,1583.3333333,0,19000,0.0339032,53.6800021,3.9830405
1,0,60.6666679,291,1,0,1,1,4500,0,27000,0.301728,1357.7757776,7.2136032
1,0,24.083334,1,0,0,0,0,1733.3333333,0,20800,0.1302,225.6799976,5.4191181
1,0,37.4166679,7,0,0,0,0,2792,0,33504,0.0326283,91.0983323,4.5119395
1,0,58,120,1,0,0,1,5416.6666667,0,32500,0.0299326,162.1349948,5.0884293
1,0,35.0833321,14,0,0,1,0,2283.3333333,0,27400,0.0501369,114.4791647,4.7403928
1,0,40.4166679,14,0,0,0,0,3900,0,54300,0.0075061,29.273701,3.3766895
1,0,38.1666679,12,4,0,0,0,1250,0,5400,0.0792852,99.1064776,4.5961948
1,0,43.4166679,158,0,0,0,1,5000,0,70000,0.0443196,221.5978689,5.4008643
1,0,43.1666679,127,2,0,0,1,2916.6666667,0,11666.6669922,0.0576934,168.272513,5.1255848
1,0,27.416666,8,0,0,5,0,3750,0,65000,0.1314342,492.8780906,6.2002619
1,0,41.0833321,48,2,0,2,1,3416.6666667,0,13666.6669922,0.0578527,197.663342,5.2865653
1,1,34.3333321,12,0,0,0,0,2500,0,30000,0.0679667,169.9166745,5.1353082
1,0,23.333334,18,0,0,0,0,1641.6666667,0,19700,0.2080066,341.4774862,5.8332818
1,0,45.0833321,147,3,0,0,1,3916.6666667,0,12250,0.0908184,355.7052743,5.8741025
1,0,25.416666,30,0,0,0,0,5416.6666667,1,65000,0.0945706,512.2574947,6.2388274
1,0,29.833334,5,1,0,0,0,2382,0,14292,0.027253,64.9166683,4.1731044
1,1,22.166666,36,0,0,0,0,1666.6666667,1,32000,0.04204,70.0666631,4.2494471
1,0,26.75,12,1,0,0,1,2500,0,15000,4e-04,1,0
1,0,38.4166679,39,0,0,0,1,3017.0833333,0,36205,0.1190037,359.0441645,5.8834454
1,0,22.416666,130,0,0,0,0,2200,0,26400,0.1088296,239.425011,5.4782403
1,0,28.333334,14,0,0,0,1,2333.3333333,0,28000,0.0646786,150.9166683,5.0167278
1,0,34.3333321,62,0,0,0,1,3416.6666667,0,41000,0.2443064,834.713382,6.7270884
1,0,37,120,1,0,0,1,1000,0,25200,0.0639532,63.9531761,4.1581512
1,0,25.583334,12,0,1,0,1,3291.6666667,0,39500,0.0980245,322.6641342,5.776612
1,0,27.166666,25,2,0,1,0,1833.3333333,0,7333.3334961,0.0720932,132.1708324,4.8840953
1,0,27.5,60,0,0,0,1,1250,0,17500,0.1037023,129.6278555,4.8646677
0,0,30.75,14,0,0,0,0,2333.3333333,0,28000,0.0004286,NA,NA
0,0,21.25,36,0,0,0,0,1300,0,15600,0.0007692,NA,NA
1,0,45.4166679,204,4,0,0,1,8333.25,1,19999.8007813,0.006825,56.8741678,4.0408412
1,0,22,12,0,0,0,0,2083.3333333,0,25000,0.1682268,350.4724863,5.8592822
1,0,28,18,2,0,1,1,2466.6666667,0,9866.6669922,0.0193267,47.6724988,3.8643547
1,0,35.4166679,38,0,0,0,1,2333.3333333,0,28000,0.1020289,238.0675003,5.4725542
1,0,24.083334,12,0,0,0,0,1350,0,16200,0.010508,14.1858326,2.6522438
0,0,36.1666679,4,3,6,3,1,3716.6666667,0,11150,0.0002691,NA,NA
0,0,25.916666,136,0,0,0,1,2333.3333333,0,34000,0.0003529,NA,NA
1,0,32.5,44,2,0,1,1,3466.6666667,0,13866.6669922,0.0341663,118.4433371,4.7744347
1,0,44,50,3,0,0,1,5668,0,17004,0.0549655,311.5441783,5.7415412
1,0,29.833334,104,3,0,0,1,3500,0,10500,0.0786845,275.395833,5.6182095
0,0,19.416666,18,0,0,0,0,1375,0,16500,0.0007273,NA,NA
1,0,26.166666,60,0,0,0,1,1333.3333333,0,31000,0.0415535,55.4047277,4.0146649
1,0,39.25,71,0,1,0,1,2833.3333333,0,34000,0.2555438,724.040846,6.5848478
1,0,27.416666,3,2,0,0,0,8333.25,0,33333,0.1305451,1087.8650338,6.9919724
1,0,30.416666,13,2,0,0,0,2166.6666667,0,8666.6669922,0.0544327,117.9375034,4.7701549
1,0,31.833334,24,0,0,0,0,2016,0,24192,0.0580039,116.9358298,4.7616253
1,1,20.333334,0,0,0,1,1,1250,0,35000,0.1009114,126.1392888,4.8373868
1,0,26.25,3,2,0,0,0,2600,0,10400,0.3825093,994.524157,6.9022644
1,0,24.666666,12,0,0,0,0,2833.3333333,0,34000,0.0511403,144.8974982,4.9760266
1,0,52.25,168,0,0,0,0,1708.3333333,0,20500,0.0597971,102.1533295,4.6264749
1,0,45.5,24,0,0,0,1,3500,0,42000,0.1199245,419.7358303,6.0396255
1,0,28.416666,28,1,0,0,1,2500,0,15000,0.0629783,157.4458182,5.0590814
1,0,23.416666,56,0,0,0,0,1333.3333333,0,21000,0.1522143,202.9523849,5.3129714
0,0,25.583334,114,3,0,0,0,1842,0,8901,0.000337,NA,NA
1,1,35.25,42,4,1,0,1,4166.6666667,0,20000,0.040469,168.6208261,5.1276526
1,0,33.1666679,36,0,0,1,1,3000,0,36000,0.1010025,303.0074984,5.7137576
1,0,37.5833321,64,3,0,0,1,3550,0,13150,0.0573424,203.5655029,5.3159878
1,0,47.4166679,120,2,0,0,1,2000,1,12000,0.0381111,76.2222186,4.333653
1,0,27.166666,12,0,0,0,0,2083.3333333,0,25000,0.0887728,184.9433252,5.2200494
1,0,31.833334,5,4,0,0,0,4533,0,11879.2001953,0.0599806,271.8922335,5.6054058
1,0,31.333334,36,0,0,0,1,2083.3333333,0,30000,0.1629363,339.4506872,5.8273287
0,0,39.8333321,24,0,6,1,1,5416.6666667,1,65000,0.0001846,NA,NA
1,0,23.916666,12,2,0,0,1,3958.3333333,0,15833.3330078,0.2260571,894.8091666,6.7966105
1,0,26.75,237,0,0,0,0,1925,0,24500,0.2322184,447.0203619,6.1026041
1,0,31.25,12,0,0,0,1,2479.1666667,0,35750,0.0605835,150.1965896,5.011945
1,0,36.5833321,84,3,0,0,1,3625,0,10875,0.0548382,198.7883234,5.2922406
1,0,29.166666,25,0,0,0,1,3000,0,36000,0.0056806,17.0416664,2.8356613
1,0,29.416666,108,0,0,1,1,3083.3333333,0,37000,0.0017838,5.5,1.7047481
1,0,36.9166679,72,3,0,0,1,3000,0,9000,0.0401178,120.3533337,4.7904319
1,0,27.166666,8,3,0,0,1,2916.6666667,0,8750,0.0016,4.6666665,1.540445
1,0,48.5,26,3,0,1,1,3541.6666667,0,10625,0.0635513,225.0774919,5.4164448
1,0,27.5,135,0,1,1,0,2500,0,30000,0.075886,189.7150092,5.245523
0,0,35.4166679,36,4,3,3,1,4166.6666667,1,14500,0.0001655,NA,NA
0,0,40.5833321,36,0,1,0,1,3125,0,37500,0.00032,NA,NA
1,0,40.9166679,101,5,0,0,1,3916.6666667,0,7833.3334961,0.0551064,215.8333327,5.3745065
0,0,51.4166679,180,0,0,0,1,1250,1,15000,8e-04,NA,NA
0,0,41.25,12,0,0,0,0,3333.3333333,1,40000,3e-04,NA,NA
1,0,51.9166679,96,1,0,1,1,1650,0,9900,0.007948,13.1141662,2.573693
1,0,58.9166679,14,1,0,1,1,4833.3333333,0,29000,0.0144514,69.8483316,4.2463262
1,0,38.75,120,0,0,1,1,1583.3333333,0,19000,0.0489032,77.4299971,4.3493743
1,0,32.9166679,12,1,0,0,0,3125,0,18750,0.0654731,204.6033274,5.3210731
0,0,32,145,0,1,1,1,4000,1,48000,0.00025,NA,NA
1,0,31.666666,60,1,0,0,0,2500,0,15000,0.200624,501.56001,6.2177233
1,0,31.25,48,1,0,0,1,3166.6666667,0,19000,0.0230921,73.1250023,4.2921703
1,0,42.4166679,36,2,0,0,1,7750,0,32333.3339844,0.0989245,766.6651271,6.6420501
1,1,21.333334,8,0,0,0,0,8333.25,0,99999,0.01842,153.4983377,5.0336897
1,0,36.5,10,2,0,0,1,1666.6666667,0,10631.6669922,0.0227675,37.9458629,3.6361605
1,0,28.416666,27,1,0,0,1,2463.5,0,15374.5,0.0040327,9.9344368,2.2960072
1,0,43.5833321,30,0,0,0,1,3125,0,37500,0.0549336,171.6675004,5.1455595
