"t","age","educ","marr","black","hisp","nodegree","re74","re75","re78","age2","educ2","re742","re752","blacku74"
0,21,12,1,0,0,0,1.68497,1.53968,0,441,144,2.83912,2.59431,0
0,30,12,1,0,0,0,1.68497,1.73661,1.89784,900,144,2.83912,2.92614,0
0,24,12,1,0,0,0,1.68497,1.86194,2.51214,576,144,2.83912,3.1373,0
0,51,12,1,0,0,0,1.68497,1.96935,1.77327,2601,144,2.83912,3.3183,0
0,21,14,0,0,0,0,1.68497,1.96935,3.54654,441,196,2.83912,3.3183,0
0,22,14,1,1,0,0,1.68497,2.11258,2.40869,484,196,2.83912,3.55963,0
0,24,12,1,0,0,0,1.6885,0.931147,2.30806,576,144,2.85102,1.57224,0
0,23,15,1,0,0,0,1.69555,2.08447,2.55144,529,225,2.87489,3.53433,0
0,26,14,1,0,0,0,1.70456,2.50645,3.87164,676,196,2.90553,4.2724,0
0,45,12,1,0,0,0,1.71044,1.63815,1.8176,2025,144,2.9256,2.80195,0
0,46,13,1,0,0,0,1.72415,1.57548,1.47773,2116,169,2.97271,2.71638,0
0,29,12,1,0,0,0,1.72415,1.96864,3.35444,841,144,2.97271,3.39424,0
0,26,14,1,0,0,0,1.72415,2.05887,2.45303,676,196,2.97271,3.54981,0
0,27,16,1,0,0,0,1.72415,2.48855,2.21659,729,256,2.97271,4.29064,0
0,26,14,1,0,0,0,1.74375,0.716129,1.47714,676,196,3.04066,1.24875,0
0,20,15,1,0,0,0,1.74375,0.805645,1.84716,400,225,3.04066,1.40484,0
0,23,12,1,0,0,0,1.74375,1.25323,2.1427,529,144,3.04066,2.18531,0
0,30,16,1,0,0,0,1.74375,1.78674,1.55161,900,256,3.04066,3.11563,0
0,24,12,1,0,0,0,1.74375,2.2379,1.6255,576,144,3.04066,3.90234,0
0,23,12,1,0,0,0,1.76334,0,2.36436,529,144,3.10937,0,0
0,34,12,1,0,0,0,1.76334,0,0,1156,144,3.10937,0,0
0,24,12,1,0,1,0,1.76334,0.484819,2.21659,576,144,3.10937,0.854901,0
0,43,12,1,1,0,0,1.76334,1.07419,2.18585,1849,144,3.10937,1.89417,0
0,28,14,1,1,0,0,1.76334,1.25323,1.6255,784,196,3.10937,2.20986,0
0,20,12,1,0,0,0,1.76334,1.52177,2.88157,400,144,3.10937,2.68341,0
0,23,12,1,1,0,0,1.76334,1.52177,1.55161,529,144,3.10937,2.68341,0
0,27,14,1,1,0,0,1.76334,1.61129,2.65991,729,196,3.10937,2.84125,0
0,53,12,1,0,0,0,1.76334,1.61129,1.92104,2809,144,3.10937,2.84125,0
0,28,16,1,0,0,0,1.76334,1.61129,2.21659,784,256,3.10937,2.84125,0
0,26,12,1,0,0,0,1.76334,1.61129,2.51214,676,144,3.10937,2.84125,0
0,25,15,1,0,0,0,1.76334,1.61129,1.86194,625,225,3.10937,2.84125,0
0,29,14,1,0,0,0,1.76334,1.71871,1.96996,841,196,3.10937,3.03067,0
0,26,12,1,1,0,0,1.76334,1.74163,2.36436,676,144,3.10937,3.07108,0
0,55,16,1,0,0,0,1.76334,1.79032,2.21659,3025,256,3.10937,3.15695,0
0,22,12,1,0,1,0,1.76334,1.79032,1.47773,484,144,3.10937,3.15695,0
0,33,12,1,0,0,0,1.76334,1.79032,1.58117,1089,144,3.10937,3.15695,0
0,34,14,1,0,1,0,1.76334,1.79032,0.886636,1156,196,3.10937,3.15695,0
0,24,12,1,0,0,0,1.76334,1.84403,1.99493,576,144,3.10937,3.25166,0
0,24,12,1,0,0,0,1.76334,1.875,3.251,576,144,3.10937,3.30627,0
0,26,12,1,1,0,0,1.76334,1.87984,1.84716,676,144,3.10937,3.31479,0
0,45,12,1,0,0,0,1.76334,1.87984,1.99493,2025,144,3.10937,3.31479,0
0,22,12,1,0,0,0,1.76334,1.96935,2.36436,484,144,3.10937,3.47264,0
0,55,14,1,0,0,0,1.76334,1.96935,0.206882,3025,196,3.10937,3.47264,0
0,24,12,1,0,0,0,1.76334,1.96935,1.15263,576,144,3.10937,3.47264,0
0,23,12,1,0,0,0,1.76334,2.15465,0.443318,529,144,3.10937,3.79939,0
0,24,13,0,1,0,0,1.76334,2.50645,2.21659,576,169,3.10937,4.41973,0
0,31,13,1,0,0,0,1.76334,2.50645,2.36436,961,169,3.10937,4.41973,0
0,43,12,1,0,0,0,1.76334,2.68548,2.80768,1849,144,3.10937,4.73542,0
0,43,12,1,0,0,0,1.76334,2.68548,2.80768,1849,144,3.10937,4.73542,0
0,23,12,1,1,0,0,1.76726,1.43226,1.22947,529,144,3.1232,2.53117,0
0,22,12,1,0,0,0,1.77039,1.25323,2.06882,484,144,3.13429,2.2187,0
0,30,12,1,1,0,0,1.77608,1.73661,1.92104,900,144,3.15444,3.08436,0
0,28,12,0,0,0,0,1.78293,0.50129,1.62402,784,144,3.17885,0.893767,0
0,28,12,1,0,0,0,1.78293,1.11,2.06882,784,144,3.17885,1.97906,0
0,21,12,0,0,0,0,1.78293,1.29458,2.65991,441,144,3.17885,2.30815,0
0,28,13,1,0,0,0,1.78763,1.53968,2.24526,784,169,3.19564,2.75238,0
0,25,14,1,0,0,0,1.7939,1.43226,0.997465,625,196,3.21809,2.56933,0
0,54,12,1,0,0,0,1.80253,1.87984,2.36436,2916,144,3.2491,3.38846,0
0,26,16,1,0,0,0,1.80253,1.98726,2.09837,676,256,3.2491,3.58208,0
0,26,16,1,0,0,0,1.80253,2.32742,2.80768,676,256,3.2491,4.19523,0
0,49,13,1,0,0,0,1.82212,1.79032,1.77327,2401,169,3.32011,3.26218,0
0,21,13,0,1,0,0,1.82212,2.11258,2.18704,441,169,3.32011,3.84937,0
0,26,16,1,0,0,0,1.82212,2.2379,1.84716,676,256,3.32011,4.07772,0
0,30,12,1,1,0,0,1.83387,2.54226,2.21659,900,144,3.36309,4.66218,0
0,21,13,1,0,0,0,1.84171,0.895161,2.73379,441,169,3.3919,1.64863,0
0,33,12,1,0,0,0,1.84171,1.28903,2.06882,1089,144,3.3919,2.37402,0
0,33,12,1,0,0,0,1.84171,1.44121,2.06882,1089,144,3.3919,2.65429,0
0,40,12,1,0,0,0,1.84171,1.75452,1.72894,1600,144,3.3919,3.23131,0
0,27,16,1,0,0,0,1.84171,1.87984,2.58602,729,256,3.3919,3.46212,0
0,21,12,1,0,0,0,1.84171,1.96935,2.82246,441,144,3.3919,3.62698,0
0,31,12,1,0,0,0,1.85934,1.48149,1.6255,961,144,3.45716,2.7546,0
0,27,14,1,1,0,0,1.8613,0,1.32995,729,196,3.46445,0,0
0,47,17,1,0,0,0,1.8613,1.00258,3.54654,2209,289,3.46445,1.86611,0
0,32,12,1,1,0,0,1.8613,1.61129,1.77327,1024,144,3.46445,2.9991,0
0,28,12,0,1,0,0,1.8613,1.70081,1.99493,784,144,3.46445,3.16572,0
0,35,14,1,0,0,0,1.8613,1.96935,2.24245,1225,196,3.46445,3.66557,0
0,26,14,1,0,0,0,1.8613,1.96935,2.80768,676,196,3.46445,3.66557,0
0,37,12,1,0,0,0,1.8613,2.14839,2.30525,1369,144,3.46445,3.9988,0
0,23,12,0,0,0,0,1.8613,2.32742,3.29533,529,144,3.46445,4.33203,0
0,44,12,1,1,0,0,1.8613,2.36323,1.92104,1936,144,3.46445,4.39868,0
0,44,12,1,1,0,0,1.8613,2.36323,1.92104,1936,144,3.46445,4.39868,0
0,36,12,1,1,0,0,1.8613,2.50645,3.36922,1296,144,3.46445,4.66527,0
0,26,12,1,0,0,0,1.86777,1.82613,2.49736,676,144,3.48856,3.41079,0
0,23,14,1,0,0,0,1.87228,2.16629,2.80768,529,196,3.50542,4.05589,0
0,32,13,1,1,0,0,1.8809,1.41435,2.65991,1024,169,3.53777,2.66025,0
0,33,12,0,0,0,0,1.8809,1.60288,1.75022,1089,144,3.53777,3.01484,0
0,37,12,1,1,0,0,1.8809,1.61129,3.251,1369,144,3.53777,3.03067,0
0,27,12,1,0,0,0,1.8809,1.71871,1.9506,729,144,3.53777,3.23271,0
0,43,12,1,0,0,0,1.8809,1.79032,2.61558,1849,144,3.53777,3.36741,0
0,27,16,1,0,0,0,1.8809,1.79032,1.84716,729,256,3.53777,3.36741,0
0,24,12,1,0,0,0,1.8809,1.79032,1.83238,576,144,3.53777,3.36741,0
0,24,12,1,0,0,0,1.8809,1.87984,2.30525,576,144,3.53777,3.53578,0
0,34,12,0,1,0,0,1.88481,3.04355,1.25607,1156,144,3.55253,5.73652,0
0,42,12,1,0,0,0,1.88795,1.70081,1.92104,1764,144,3.56435,3.21104,0
0,24,13,1,1,0,0,1.88815,1.61129,1.25607,576,169,3.56509,3.04235,0
0,27,12,1,0,0,0,1.89246,1.19952,2.21659,729,144,3.58139,2.27003,0
0,23,12,1,1,0,0,1.90049,1.34274,1.32995,529,144,3.61186,2.55187,0
0,26,16,1,0,0,0,1.90049,1.61129,2.65991,676,256,3.61186,3.06224,0
0,27,12,1,1,0,0,1.90049,1.96935,1.92104,729,144,3.61186,3.74274,0
0,37,12,1,1,0,0,1.90049,2.59597,2.58602,1369,144,3.61186,4.93361,0
0,37,12,1,0,0,0,1.90166,2.08931,1.69939,1369,144,3.61633,3.97316,0
0,26,12,1,0,1,0,1.90558,0,1.32995,676,144,3.63125,0,0
0,23,12,1,0,0,0,1.9097,2.06836,1.69939,529,144,3.64694,3.94994,0
0,26,13,1,0,0,0,1.92008,1.46806,1.84716,676,169,3.68671,2.8188,0
0,27,16,1,0,0,0,1.92008,1.76884,0,729,256,3.68671,3.39631,0
0,27,12,0,0,0,0,1.92008,1.95145,2.36436,729,144,3.68671,3.74695,0
0,29,14,1,0,0,0,1.92008,2.14839,2.30525,841,196,3.68671,4.12508,0
0,25,16,1,0,0,0,1.92008,2.25581,3.33966,625,256,3.68671,4.33133,0
0,26,12,1,0,0,0,1.92635,1.30246,2.46278,676,144,3.71083,2.50899,0
0,22,14,1,0,0,0,1.92792,1.76168,1.72894,484,196,3.71687,3.39637,0
0,28,12,1,0,0,0,1.92988,0,2.95545,784,144,3.72443,0,0
0,46,12,1,0,0,0,1.93948,1.92012,2.0431,2116,144,3.76158,3.72403,0
0,33,17,0,0,0,0,1.93967,0,0.153979,1089,289,3.76234,0,0
0,23,12,1,0,0,0,1.93967,1.25323,2.51214,529,144,3.76234,2.43085,0
0,23,12,1,0,0,0,1.93967,1.25323,0,529,144,3.76234,2.43085,0
0,23,13,1,0,0,0,1.93967,1.79032,3.10323,529,169,3.76234,3.47264,0
0,26,16,1,0,0,0,1.93967,2.57806,2.55647,676,256,3.76234,5.0006,0
0,24,16,0,1,0,0,1.94947,1.52177,2.36436,576,256,3.80044,2.96665,0
0,37,12,1,1,0,0,1.95868,1.2031,1.47773,1369,144,3.83642,2.35648,0
0,50,16,0,0,0,0,1.95927,0,2.36436,2500,256,3.83873,0,0
0,26,13,1,0,0,0,1.95927,0,2.36436,676,169,3.83873,0,0
0,21,12,0,1,0,0,1.95927,0.0716129,2.21659,441,144,3.83873,0.140309,0
0,25,12,1,1,0,0,1.95927,0.537097,2.46426,625,144,3.83873,1.05232,0
0,24,13,1,1,0,0,1.95927,1.16371,1.8442,576,169,3.83873,2.28002,0
0,24,12,0,1,0,0,1.95927,1.19952,1.92104,576,144,3.83873,2.35017,0
0,32,14,1,1,0,0,1.95927,1.23353,1.47773,1024,196,3.83873,2.41682,0
0,27,16,1,0,0,0,1.95927,1.25323,1.77209,729,256,3.83873,2.4554,0
0,21,12,1,0,1,0,1.95927,1.25323,1.77327,441,144,3.83873,2.4554,0
0,24,16,1,0,0,0,1.95927,1.28903,3.10323,576,256,3.83873,2.52556,0
0,45,14,1,0,0,0,1.95927,1.36065,1.77327,2025,196,3.83873,2.66587,0
0,38,12,1,0,0,0,1.95927,1.39645,1.6286,1444,144,3.83873,2.73602,0
0,27,15,1,0,0,0,1.95927,1.48597,2.36436,729,225,3.83873,2.91141,0
0,20,12,1,1,0,0,1.95927,1.67091,1.27084,400,144,3.83873,3.27375,0
0,23,12,1,1,0,0,1.95927,1.70081,2.21659,529,144,3.83873,3.33233,0
0,33,12,1,0,0,0,1.95927,1.70081,2.5015,1089,144,3.83873,3.33233,0
0,24,13,1,0,0,0,1.95927,1.71871,2.23137,576,169,3.83873,3.36741,0
0,44,12,1,0,0,0,1.95927,1.71871,1.53684,1936,144,3.83873,3.36741,0
0,34,12,1,1,0,0,1.95927,1.73661,1.92104,1156,144,3.83873,3.40249,0
0,23,12,1,1,0,0,1.95927,1.73661,1.47773,529,144,3.83873,3.40249,0
0,27,12,1,1,0,0,1.95927,1.77242,2.51214,729,144,3.83873,3.47264,0
0,25,16,1,0,0,0,1.95927,1.79032,2.57124,625,256,3.83873,3.50772,0
0,22,12,1,0,0,0,1.95927,1.79032,2.36436,484,144,3.83873,3.50772,0
0,24,16,0,0,0,0,1.95927,1.79032,1.69939,576,256,3.83873,3.50772,0
0,23,12,1,0,0,0,1.95927,1.79032,1.6255,529,144,3.83873,3.50772,0
0,31,16,1,0,0,0,1.95927,1.79032,1.77327,961,256,3.83873,3.50772,0
0,23,12,1,1,0,0,1.95927,1.79032,2.65991,529,144,3.83873,3.50772,0
0,27,12,1,0,0,0,1.95927,1.80823,3.26578,729,144,3.83873,3.5428,0
0,20,12,1,1,0,0,1.95927,1.86194,2.36436,400,144,3.83873,3.64803,0
0,20,12,1,0,0,0,1.95927,1.87984,1.77327,400,144,3.83873,3.68311,0
0,52,15,1,0,0,0,1.95927,1.87984,1.74372,2704,225,3.83873,3.68311,0
0,33,16,1,0,0,0,1.95927,1.93355,2.65991,1089,256,3.83873,3.78834,0
0,40,12,1,0,0,0,1.95927,1.93355,2.12793,1600,144,3.83873,3.78834,0
0,31,12,1,1,0,0,1.95927,1.94662,2.02596,961,144,3.83873,3.81394,0
0,35,12,1,0,0,0,1.95927,1.96935,2.25353,1225,144,3.83873,3.85849,0
0,33,12,0,0,0,0,1.95927,1.96935,1.32995,1089,144,3.83873,3.85849,0
0,22,12,1,0,0,0,1.95927,1.96935,1.77327,484,144,3.83873,3.85849,0
0,29,16,1,1,0,0,1.95927,2.05887,4.28541,841,256,3.83873,4.03388,0
0,26,12,1,0,0,0,1.95927,2.11258,2.19827,676,144,3.83873,4.13911,0
0,23,12,1,0,0,0,1.95927,2.12153,2.48849,529,144,3.83873,4.15665,0
0,30,12,1,0,0,0,1.95927,2.14839,2.33481,900,144,3.83873,4.20926,0
0,43,12,1,0,0,0,1.95927,2.14839,2.21659,1849,144,3.83873,4.20926,0
0,43,12,1,0,0,0,1.95927,2.14839,2.21659,1849,144,3.83873,4.20926,0
0,31,12,1,0,0,0,1.95927,2.14839,2.51214,961,144,3.83873,4.20926,0
0,23,12,1,0,0,0,1.95927,2.14839,2.06882,529,144,3.83873,4.20926,0
0,23,13,1,0,0,0,1.95927,2.14839,2.12793,529,169,3.83873,4.20926,0
0,28,16,1,0,0,0,1.95927,2.14839,3.251,784,256,3.83873,4.20926,0
0,30,12,1,0,0,0,1.95927,2.14839,2.95545,900,144,3.83873,4.20926,0
0,53,12,1,1,0,0,1.95927,2.14839,2.36436,2809,144,3.83873,4.20926,0
0,32,12,1,0,0,0,1.95927,2.14839,2.95545,1024,144,3.83873,4.20926,0
0,43,12,1,0,0,0,1.95927,2.17399,2.93388,1849,144,3.83873,4.25942,0
0,43,12,1,0,0,0,1.95927,2.17399,2.93388,1849,144,3.83873,4.25942,0
0,37,17,0,0,0,0,1.95927,2.30056,2.21659,1369,289,3.83873,4.50742,0
0,23,12,1,1,0,0,1.95927,2.32742,2.1427,529,144,3.83873,4.56004,0
0,28,12,1,1,0,0,1.95927,2.41694,2.58602,784,144,3.83873,4.73542,0
0,27,14,0,1,0,0,1.95927,2.50645,2.88157,729,196,3.83873,4.91081,0
0,46,12,0,0,0,0,1.95927,2.50645,2.95545,2116,144,3.83873,4.91081,0
0,30,12,1,1,0,0,1.95927,2.68548,2.58972,900,144,3.83873,5.26158,0
0,35,17,1,0,0,0,1.95927,4.47581,3.69432,1225,289,3.83873,8.7693,0
0,26,15,1,0,0,0,1.95966,1.93355,2.36436,676,225,3.84026,3.78909,0
0,25,12,1,0,0,0,1.96416,0.873677,2.36436,625,144,3.85794,1.71605,0
0,24,12,1,0,0,0,1.97063,0.662419,2.51214,576,144,3.88338,1.30538,0
0,22,14,1,0,0,0,1.97279,2.01411,2.22841,484,196,3.89188,3.97341,0
0,27,13,1,0,0,0,1.97357,2.00516,3.69432,729,169,3.89498,3.95733,0
0,36,12,1,1,0,0,1.97494,2.50645,2.36436,1296,144,3.90039,4.95009,0
0,35,13,1,0,0,0,1.97886,2.1269,1.47773,1225,169,3.91588,4.20884,0
0,34,12,1,1,0,0,1.97886,2.32742,3.10323,1156,144,3.91588,4.60564,0
0,28,14,1,0,0,0,1.99845,1.25323,3.10323,784,196,3.99381,2.50451,0
0,18,12,1,0,0,0,1.99845,2.32742,2.65991,324,144,3.99381,4.65124,0
0,21,12,1,0,0,0,2.00688,2.12153,5.68925,441,144,4.02756,4.25765,0
0,28,16,1,1,0,0,2.00825,1.93355,2.12793,784,256,4.03306,3.88305,0
0,24,14,1,0,0,0,2.01413,0,0,576,196,4.0567,0,0
0,30,12,1,0,0,0,2.01804,1.57548,3.39877,900,144,4.0725,3.1794,0
0,42,12,1,0,0,0,2.01804,1.74556,0,1764,144,4.0725,3.52263,0
0,24,12,1,0,0,0,2.01804,1.96935,2.95545,576,144,4.0725,3.97425,0
0,40,12,1,0,0,0,2.01804,1.96935,1.77327,1600,144,4.0725,3.97425,0
0,25,17,1,0,0,0,2.01804,2.10363,2.29048,625,289,4.0725,4.24522,0
0,27,17,1,0,0,0,2.01804,2.15788,2.85201,729,289,4.0725,4.35469,0
0,24,16,1,0,0,0,2.02,1.79032,4.28541,576,256,4.08042,3.61646,0
0,25,16,0,1,0,0,2.02333,1.93355,2.30525,625,256,4.09388,3.91222,0
0,53,16,1,0,0,0,2.03431,2.01125,1.99301,2809,256,4.1384,4.0915,0
0,28,12,1,0,0,0,2.03764,1.79032,3.251,784,144,4.15197,3.64803,0
0,20,12,1,0,0,0,2.03764,1.86552,1.69939,400,144,4.15197,3.80125,0
0,26,12,1,0,0,0,2.03764,2.09468,2.21659,676,144,4.15197,4.26819,0
0,33,12,1,0,0,0,2.05037,2.14839,2.06882,1089,144,4.20403,4.40499,0
0,24,14,0,0,0,0,2.05723,1.16371,1.24129,576,196,4.2322,2.39402,0
0,38,12,0,1,0,0,2.05723,1.43226,1.6255,1444,144,4.2322,2.94648,0
0,27,12,1,0,0,0,2.05723,1.75452,2.45303,729,144,4.2322,3.60944,0
0,27,16,1,0,0,0,2.05723,1.86194,8.86636,729,256,4.2322,3.83043,0
0,31,13,1,0,0,0,2.05723,1.87984,2.95545,961,169,4.2322,3.86726,0
0,26,15,1,0,0,0,2.05723,1.87984,2.36436,676,225,4.2322,3.86726,0
0,28,16,1,0,0,0,2.05723,1.87984,2.21659,784,256,4.2322,3.86726,0
0,26,17,1,0,0,0,2.05723,1.89774,3.54654,676,289,4.2322,3.90409,0
0,52,12,1,0,0,0,2.05723,1.89774,2.06882,2704,144,4.2322,3.90409,0
0,25,12,1,0,0,0,2.05723,2.05887,2.24614,625,144,4.2322,4.23557,0
0,24,12,1,0,0,0,2.05723,2.07677,2.21659,576,144,4.2322,4.2724,0
0,41,12,1,0,0,0,2.05723,2.14839,2.53105,1681,144,4.2322,4.41973,0
0,40,12,1,0,0,0,2.05723,2.47727,3.25868,1600,144,4.2322,5.09631,0
0,40,12,1,0,0,0,2.05723,2.47727,3.25868,1600,144,4.2322,5.09631,0
0,32,13,1,0,0,0,2.05723,2.50645,0.738863,1024,169,4.2322,5.15635,0
0,24,12,1,1,0,0,2.05723,2.59597,3.10323,576,144,4.2322,5.3405,0
0,46,12,1,1,0,0,2.05723,3.22258,0.788219,2116,144,4.2322,6.62959,0
0,31,13,1,0,0,0,2.05723,3.36581,3.10323,961,169,4.2322,6.92424,0
0,25,15,0,0,0,0,2.07388,2.14839,3.9012,625,225,4.30099,4.45551,0
0,29,12,1,0,0,0,2.07682,0,4.43318,841,144,4.31319,0,0
0,25,14,0,0,0,0,2.07682,1.43226,1.74372,625,196,4.31319,2.97455,0
0,42,16,1,0,0,0,2.07682,1.96935,2.21659,1764,256,4.31319,4.09,0
0,24,12,1,0,0,0,2.07682,2.32742,2.74857,576,144,4.31319,4.83364,0
0,25,14,1,1,0,0,2.07682,2.32742,2.63035,625,196,4.31319,4.83364,0
0,44,12,1,0,0,0,2.08956,1.21742,2.0963,1936,144,4.36625,2.54387,0
0,27,12,0,0,0,0,2.09642,1.84403,2.33481,729,144,4.39496,3.86586,0
0,28,14,1,0,0,0,2.09642,2.05887,2.84462,784,196,4.39496,4.31625,0
0,33,16,1,0,0,0,2.09642,2.14839,2.20181,1089,256,4.39496,4.50391,0
0,25,16,1,0,0,0,2.09642,2.47065,2.62296,625,256,4.39496,5.1795,0
0,26,12,1,1,0,0,2.1117,2.2379,2.51214,676,144,4.45927,4.72578,0
0,39,12,1,0,0,0,2.11385,2.03667,1.50492,1521,144,4.46837,4.30522,0
0,31,14,1,0,0,0,2.11405,2.01411,1.96538,961,196,4.4692,4.25793,0
0,31,14,1,0,0,0,2.11405,2.01411,1.96538,961,196,4.4692,4.25793,0
0,23,13,1,1,0,0,2.11601,1.79032,2.36436,529,169,4.47749,3.78834,0
0,42,12,1,0,0,0,2.11601,2.14839,1.22326,1764,144,4.47749,4.546,0
0,36,14,1,0,0,0,2.11601,2.34604,0,1296,196,4.47749,4.96424,0
0,26,12,1,0,0,0,2.11601,2.41694,2.12793,676,144,4.47749,5.11426,0
0,46,17,0,0,0,0,2.1258,2.40942,2.47874,2116,289,4.51904,5.12195,0
0,31,12,1,0,0,0,2.1356,1.50387,3.54654,961,144,4.56079,3.21167,0
0,27,12,1,1,0,0,2.1356,2.05887,2.17226,729,144,4.56079,4.39693,0
0,25,12,1,0,1,0,2.15127,2.65863,2.55588,625,144,4.62798,5.71944,0
0,42,16,1,0,0,0,2.15519,0,4.13763,1764,256,4.64486,0,0
0,28,12,1,0,0,0,2.15519,0.836618,0,784,144,4.64486,1.80307,0
0,28,12,1,0,0,0,2.15519,1.05629,2.17226,784,144,4.64486,2.27651,0
0,27,13,1,0,0,0,2.15519,1.43226,1.6255,729,169,4.64486,3.08679,0
0,35,12,1,1,0,0,2.15519,1.43226,1.56388,1225,144,4.64486,3.08679,0
0,35,12,1,1,0,0,2.15519,1.43226,1.56388,1225,144,4.64486,3.08679,0
0,26,12,1,0,0,0,2.15519,1.52177,2.65991,676,144,4.64486,3.27972,0
0,19,12,1,0,0,0,2.15519,1.57548,1.92104,361,144,4.64486,3.39547,0
0,29,12,1,0,0,0,2.15519,1.70081,2.06882,841,144,4.64486,3.66557,0
0,34,12,1,1,0,0,2.15519,1.79032,2.51214,1156,144,4.64486,3.85849,0
0,28,16,1,0,0,0,2.15519,1.86194,4.43318,784,256,4.64486,4.01283,0
0,31,16,1,0,0,0,2.15519,1.87984,2.33481,961,256,4.64486,4.05142,0
0,37,15,0,1,0,0,2.15519,1.92102,1.77327,1369,225,4.64486,4.14016,0
0,40,12,1,0,0,0,2.15519,1.96935,3.10323,1600,144,4.64486,4.24434,0
0,37,12,1,0,0,0,2.15519,1.96935,4.43318,1369,144,4.64486,4.24434,0
0,48,12,1,0,0,0,2.15519,2.02306,0,2304,144,4.64486,4.3601,0
0,43,12,1,0,0,0,2.15519,2.05887,1.92104,1849,144,4.64486,4.43727,0
0,26,16,1,0,0,0,2.15519,2.05887,2.88157,676,256,4.64486,4.43727,0
0,29,12,1,0,0,0,2.15519,2.05887,1.99493,841,144,4.64486,4.43727,0
0,27,12,1,0,0,0,2.15519,2.11204,2.30525,729,144,4.64486,4.55186,0
0,22,14,1,0,0,0,2.15519,2.14839,2.32003,484,196,4.64486,4.63019,0
0,23,12,1,0,0,0,2.15519,2.14839,2.65991,529,144,4.64486,4.63019,0
0,21,12,1,0,0,0,2.15519,2.14839,1.25341,441,144,4.64486,4.63019,0
0,36,12,1,0,0,0,2.15519,2.14839,2.36436,1296,144,4.64486,4.63019,0
0,26,16,1,0,0,0,2.15519,2.14839,2.94925,676,256,4.64486,4.63019,0
0,33,12,1,0,0,0,2.15519,2.14839,2.1427,1089,144,4.64486,4.63019,0
0,37,12,1,0,0,0,2.15519,2.2379,2.43825,1369,144,4.64486,4.82311,0
0,29,16,0,0,0,0,2.15519,2.27371,3.32488,841,256,4.64486,4.90028,0
0,25,14,1,0,0,0,2.15519,2.29161,3.15051,625,196,4.64486,4.93887,0
0,27,16,1,0,0,0,2.15519,2.32742,2.76335,729,256,4.64486,5.01604,0
0,41,17,1,0,0,0,2.15519,2.32742,2.29048,1681,289,4.64486,5.01604,0
0,29,16,1,0,0,0,2.15519,2.32742,2.36436,841,256,4.64486,5.01604,0
0,34,14,1,0,0,0,2.15519,2.32742,2.21659,1156,196,4.64486,5.01604,0
0,45,12,1,0,0,0,2.15519,2.36323,2.66331,2025,144,4.64486,5.09321,0
0,41,12,1,1,0,0,2.15519,2.48855,2.1427,1681,144,4.64486,5.3633,0
0,35,13,1,1,0,0,2.15519,2.59597,2.64232,1225,169,4.64486,5.59481,0
0,23,12,1,0,0,0,2.15519,2.59597,5.86657,529,144,4.64486,5.59481,0
0,43,17,0,0,0,0,2.15519,2.59597,3.69432,1849,289,4.64486,5.59481,0
0,21,12,1,0,0,0,2.15519,2.61387,3.84209,441,144,4.64486,5.6334,0
0,22,12,1,0,0,0,2.15519,2.67653,3.54654,484,144,4.64486,5.76845,0
0,25,17,1,0,0,0,2.15519,3.11516,5.3937,625,289,4.64486,6.71378,0
0,23,16,1,0,0,0,2.15519,3.58065,4.43318,529,256,4.64486,7.71698,0
0,28,14,1,0,0,0,2.16499,2.68548,2.21659,784,196,4.68718,5.81405,0
0,44,13,1,0,0,0,2.16793,2.19189,2.21659,1936,169,4.69991,4.75187,0
0,23,12,0,0,0,0,2.17479,1.14133,0.221659,529,144,4.7297,2.48215,0
0,39,14,1,0,0,0,2.17479,2.18419,1.86194,1521,196,4.7297,4.75015,0
0,23,12,1,0,0,0,2.18654,2.14839,2.51214,529,144,4.78097,4.69754,0
0,24,14,1,1,0,0,2.18693,2.63535,1.87671,576,196,4.78268,5.76335,0
0,24,13,1,0,1,0,2.19222,2.47423,3.53177,576,169,4.80584,5.42406,0
0,51,12,1,0,0,0,2.19438,1.91565,2.43825,2601,144,4.8153,4.20365,0
0,34,12,1,0,0,0,2.19438,2.04097,2.11315,1156,144,4.8153,4.47866,0
0,27,12,1,0,0,0,2.19438,2.05887,1.83238,729,144,4.8153,4.51794,0
0,29,17,1,0,0,0,2.19438,2.17524,2.21659,841,289,4.8153,4.7733,0
0,26,14,1,1,0,0,2.19438,2.59597,3.69432,676,196,4.8153,5.69654,0
0,26,13,1,0,1,0,2.19536,0.567174,2.58602,676,169,4.8196,1.24515,0
0,23,14,0,0,0,0,2.21397,1.87984,4.13763,529,196,4.90167,4.16191,0
0,46,12,1,0,0,0,2.21397,2.26225,2.36436,2116,144,4.90167,5.00856,0
0,27,12,0,0,0,0,2.21397,2.54226,6.1769,729,144,4.90167,5.62849,0
0,30,17,1,1,0,0,2.21397,2.7929,3.32488,900,289,4.90167,6.18341,0
0,25,12,1,1,0,0,2.21397,3.33,2.95545,625,144,4.90167,7.37253,0
0,27,14,1,0,0,0,2.22181,2.33064,2.65991,729,196,4.93643,5.17824,0
0,27,17,1,0,0,0,2.22377,2.2379,1.47773,729,289,4.94514,4.97658,0
0,50,12,1,0,0,0,2.23063,2.75441,2.68769,2500,144,4.97569,6.14406,0
0,50,12,1,0,0,0,2.23063,2.75441,2.68769,2500,144,4.97569,6.14406,0
